404, 21
503, 1
413, 15
422, 21
431, 20
440, 22
5d, 2
810, 1
108, 15
153, 25
720, 1
117, 32
126, 32
135, 34
144, 16
162, 18
171, 20
180, 21
207, 17
216, 15
225, 15
234, 19
243, 18
19/, 1
252, 22
261, 26
432, 21
900, 2
270, 19
306, 21
360, 18
090, 1
315, 31
324, 15
333, 14
342, 17
351, 20
405, 22
414, 19
423, 27
441, 22
450, 25
6d, 13
370, 23
109, 23
118, 29
127, 36
136, 53
145, 16
181, 20
154, 24
163, 20
172, 21
253, 18
190, 18
208, 19
217, 14
226, 19
235, 14
424, 34
451, 24
244, 26
433, 25
262, 20
271, 21
280, 16
343, 18
307, 30
316, 20
325, 16
334, 21
352, 17
361, 29
406, 18
415, 21
442, 21
460, 15
119, 30
128, 37
137, 33
146, 20
155, 16
164, 15
173, 22
182, 29
191, 19
209, 16
434, 25
218, 15
227, 23
236, 14
317, 14
245, 21
254, 16
263, 20
272, 18
281, 12
290, 24
560, 3
308, 19
326, 18
335, 14
344, 16
353, 21
362, 20
371, 19
380, 26
407, 23
416, 30
425, 26
650, 1
443, 23
452, 17
461, 4
470, 6
273, 19
552, 1
912, 1
228, 19
282, 24
336, 18
8d, 3
750, 3
129, 45
7/6, 7
138, 20
147, 19
156, 14
165, 17
174, 22
183, 13
192, 18
417, 28
219, 13
237, 15
246, 18
435, 21
255, 21
264, 24
291, 22
309, 21
327, 17
318, 15
345, 13
354, 20
363, 23
372, 27
381, 23
390, 19
642, 1
408, 23
426, 15
444, 23
453, 23
462, 3
471, 11
355, 24
445, 23
175, 34
9d, 1
139, 14
292, 33
148, 19
157, 17
166, 20
184, 18
193, 17
328, 19
229, 13
238, 28
247, 16
256, 19
535, 2
616, 2
265, 26
274, 23
283, 22
760, 1
049, 1
058, 1
427, 24
319, 15
337, 15
346, 18
364, 23
373, 31
382, 21
391, 19
409, 13
418, 18
436, 18
454, 19
463, 4
472, 16
680, 1
653, 3
149, 18
158, 9
347, 22
167, 17
176, 24
185, 26
194, 24
239, 23
248, 20
257, 19
266, 29
275, 17
284, 21
293, 22
329, 15
338, 16
356, 20
365, 24
374, 23
383, 23
392, 13
851, 1
662, 1
716, 1
419, 18
428, 21
437, 25
446, 20
455, 29
464, 5
473, 24
168, 17
159, 24
177, 16
186, 25
195, 25
249, 11
258, 20
366, 29
447, 19
267, 24
276, 21
285, 21
573, 1
438, 29
528, 1
591, 1
294, 18
609, 1
339, 17
348, 18
357, 32
375, 25
384, 20
393, 17
429, 23
456, 25
465, 6
474, 5
169, 18
178, 24
187, 19
196, 25
484, 1
259, 19
286, 27
268, 24
277, 20
295, 23
790, 2
349, 16
358, 16
367, 15
376, 27
385, 26
394, 19
439, 17
448, 17
457, 20
466, 4
475, 1
188, 25
881, 1
755, 2
179, 31
629, 1
197, 23
269, 26
278, 18
692, 1
287, 22
566, 1
917, 1
296, 18
980, 1
359, 34
368, 21
377, 22
386, 17
395, 18
449, 17
458, 20
467, 5
666, 2
189, 29
198, 22
279, 17
288, 19
297, 16
585, 1
981, 2
567, 1
369, 21
828, 1
378, 19
387, 27
396, 19
459, 27
468, 5
397, 15
595, 1
892, 1
199, 25
559, 1
289, 18
298, 15
973, 1
379, 25
388, 16
469, 5
766, 1
866, 2
s1, 1
1s, 2
299, 18
983, 2
839, 2
389, 13
578, 1
398, 19
2s, 9
948, 1
399, 19
985, 2
3s, 4
589, 1
598, 2
949, 1
787, 1
797, 1
4s, 2
779, 1
995, 1
5s, 3
6s, 2
979, 1
7s, 6
8s, 3
9s, 11
2100, 1
11/2, 4
ad, 5
31/2, 1
1310, 1
11d, 3
31/3, 1
41/2, 1
6/10, 1
1140, 1
6000, 1
2212, 1
be, 1910
1412, 1
4013, 1
1340, 1
1143, 1
3141, 1
de, 7
ed, 2
2044, 1
5140, 1
6400, 1
1900, 2
2251, 1
ch, 14
1091, 1
2531, 1
4331, 1
5024, 1
9002, 1
2252, 1
1910, 1
1901, 2
91/2, 1
3620, 1
1145, 1
2154, 1
2721, 1
3315, 1
1920, 2
4260, 1
4413, 1
6006, 1
1902, 2
2253, 1
2280, 1
he, 913
1831, 1
2353, 1
2452, 1
2911, 1
6340, 1
7114, 1
1903, 1
1840, 1
1822, 1
1192, 1
la, 1
2254, 1
1625, 1
am, 163
2633, 1
5324, 1
5423, 1
lb, 3
1832, 1
1850, 1
an, 642
if, 700
2274, 1
4146, 1
4920, 1
8610, 1
9222, 1
1842, 1
1833, 3
1824, 1
1545, 1
1914, 1
1851, 1
1860, 2
3805, 1
4507, 1
6109, 1
7306, 1
7630, 1
8215, 1
9034, 1
1816, 1
1825, 1
1906, 2
1915, 1
1861, 5
1933, 1
1960, 2
1538, 1
3095, 1
3725, 1
4076, 1
4454, 1
5642, 1
6128, 1
7190, 1
9062, 1
9134, 1
1862, 1
1871, 1
1853, 1
1943, 1
1844, 1
1925, 1
1880, 1
1826, 1
el, 1
3716, 1
1665, 1
me, 315
2871, 1
co, 31
4752, 1
4824, 1
6363, 1
7038, 1
7821, 1
8325, 1
8442, 1
8532, 1
9441, 1
ii, 12
1746, 2
1881, 3
1890, 6
1917, 2
1854, 1
1845, 1
1836, 1
1827, 1
1729, 1
do, 423
1909, 3
1891, 36
3673, 1
5176, 1
6652, 1
7219, 1
7273, 1
7705, 1
7723, 1
8182, 1
8245, 1
9316, 1
en, 1
1918, 1
1882, 5
1837, 1
1873, 1
1936, 1
as, 1381
2396, 1
3449, 1
4646, 1
6842, 1
8048, 1
8651, 1
1892, 8
10s, 11
1847, 1
1883, 2
1838, 1
1884, 250
of, 6535
at, 827
1893, 44
2586, 1
4593, 1
6168, 1
6609, 1
7437, 1
7554, 1
8265, 1
8508, 1
8670, 1
9750, 1
11s, 1
20s, 1
1848, 1
1696, 1
2668, 1
2776, 1
2794, 1
3757, 1
4189, 1
go, 174
5458, 1
6682, 1
6880, 1
8851, 1
dr, 31
1894, 121
30s, 3
rd, 2
1858, 16
1867, 1
1885, 18
21s, 1
im, 1
in, 4167
1499, 1
1967, 1
4955, 1
6728, 1
6782, 1
8762, 1
re, 20
oh, 4
1877, 3
25p, 1
1886, 7
1895, 110
ho, 1
1859, 2
1868, 1
sd, 1
1896, 352
6297, 1
8583, 1
1887, 4
se, 3
ll, 2
14s, 3
fr, 2
1869, 1
1888, 26
4984, 1
5857, 1
9628, 1
et, 2
15s, 1
1897, 5
3796, 2
5786, 1
6758, 1
6956, 1
9197, 1
9485, 1
1889, 8
ft, 3
25s, 1
by, 1003
7677, 1
8874, 1
9576, 1
lo, 2
wd, 1
sh, 1
ol, 1
1899, 1
is, 2536
we, 693
7939, 1
8794, 1
18s, 1
mo, 1
th, 1
it, 1848
on, 1112
no, 553
7778, 1
9677, 1
ex, 6
7869, 1
mr, 345
iv, 4
vi, 3
9995, 1
ms, 1
pp, 12
xi, 1
or, 916
ns, 1
ix, 1
so, 523
to, 6785
ps, 4
un, 5
pt, 14
wm, 1
sq, 2
up, 172
rs, 58
my, 379
st, 8
ox, 1
us, 159
tu, 1
oz, 2
xv, 1
a/c, 2
11210, 1
21002, 1
30002, 1
20220, 1
40002, 1
1/2d, 1
20050, 1
33100, 1
50002, 1
10430, 1
11222, 1
23012, 1
11034, 1
20313, 1
22041, 1
30033, 1
30240, 1
31041, 1
36000, 1
10801, 1
12052, 1
13060, 1
13330, 1
16201, 1
21043, 1
21232, 1
28000, 1
30142, 1
32014, 1
34120, 1
34201, 1
32320, 1
10226, 1
11135, 1
17300, 1
18101, 1
20126, 1
20405, 1
22511, 1
23411, 1
31151, 1
32312, 1
41150, 1
43211, 1
60104, 1
62021, 1
10605, 1
11352, 1
15330, 1
20082, 1
21720, 1
22215, 1
23331, 1
26220, 1
29100, 1
30315, 1
31260, 1
31800, 1
33240, 1
33411, 1
35004, 1
51132, 1
54300, 1
10192, 1
10345, 1
10552, 1
11173, 1
11524, 1
11713, 1
12271, 1
12730, 1
13261, 1
15106, 1
15133, 1
20650, 1
20911, 1
21343, 1
22171, 1
22252, 1
23080, 1
23314, 1
23701, 1
24124, 1
24214, 1
27310, 1
32503, 1
35500, 1
37120, 1
42412, 1
52204, 1
52312, 1
52501, 1
54013, 1
62122, 1
71302, 1
11444, 1
12407, 1
14522, 1
16124, 1
16241, 1
21434, 1
22118, 1
23234, 1
24404, 1
25403, 1
30074, 1
30119, 1
32711, 1
33431, 1
35060, 1
36212, 1
40064, 1
40613, 1
42512, 1
50270, 1
51062, 1
51332, 1
70016, 1
82130, 1
10743, 1
13434, 1
15603, 1
16512, 1
17151, 1
20436, 1
21129, 1
21390, 1
23352, 1
23514, 1
24063, 1
25224, 1
26025, 1
27204, 1
30174, 1
36240, 1
39030, 1
41721, 1
42054, 1
51621, 1
53313, 1
55230, 1
60612, 1
61431, 1
63330, 1
70800, 1
80160, 1
80214, 1
82005, 1
83004, 1
90141, 1
10096, 1
11059, 1
11392, 1
11419, 1
11608, 1
12175, 1
17503, 1
20167, 1
20383, 1
21490, 1
21814, 1
23155, 1
24523, 1
26305, 1
29401, 1
30940, 1
31318, 1
31345, 1
31426, 1
33136, 1
33712, 1
34027, 1
34630, 1
34720, 1
35161, 1
35242, 1
36340, 1
36700, 1
37006, 1
40462, 1
40741, 1
41218, 1
42127, 1
43027, 1
43072, 1
50344, 1
51091, 1
61180, 1
65302, 1
80314, 1
81151, 1
81241, 1
88000, 1
90232, 1
91024, 1
11807, 1
12815, 1
14417, 1
14903, 1
15236, 1
15434, 1
16163, 1
16460, 1
16820, 1
17243, 1
18044, 1
21680, 1
23561, 1
23633, 1
24371, 1
24452, 1
25163, 1
25181, 1
25442, 1
26081, 1
26720, 1
27413, 1
30293, 1
30536, 1
32093, 1
32651, 1
33263, 1
33650, 1
33812, 1
34073, 1
34109, 1
34253, 1
38411, 1
43172, 1
43235, 1
43433, 1
44072, 1
48104, 1
48500, 1
50507, 1
51290, 1
56105, 1
61361, 1
63080, 1
70226, 1
71261, 1
71540, 1
72422, 1
73322, 1
83042, 1
90620, 1
91520, 1
92141, 1
93320, 1
c/o, 2
13491, 1
13914, 1
14805, 1
16452, 1
17046, 1
21078, 1
21276, 1
21915, 1
21960, 1
22374, 1
22572, 1
25074, 1
25263, 1
25290, 1
25506, 1
25605, 1
25911, 1
26640, 1
28224, 1
31608, 1
32544, 1
33039, 1
33363, 1
34434, 1
35190, 1
35370, 1
39105, 1
41058, 1
42921, 1
46521, 1
47250, 1
50049, 1
51165, 1
51219, 1
56511, 1
58023, 1
60129, 1
60336, 1
61083, 1
63513, 1
64206, 1
64341, 1
75240, 1
80082, 1
81621, 1
84204, 1
91134, 1
95103, 1
10891, 1
10981, 1
14176, 1
14725, 1
16552, 1
16741, 1
17362, 1
17416, 1
19036, 1
20458, 1
20692, 1
22708, 1
22771, 1
22852, 1
22870, 1
23536, 1
23914, 1
23950, 1
24814, 1
25129, 1
25363, 1
26263, 1
27145, 1
27163, 1
27433, 1
28135, 1
30781, 1
33742, 1
35209, 1
35335, 1
36154, 1
36172, 1
39043, 1
40366, 1
41905, 1
42373, 1
45604, 1
46054, 1
47044, 1
49051, 1
50167, 1
51715, 1
59401, 1
61336, 1
64081, 1
67006, 1
71605, 1
72541, 1
76015, 1
76150, 1
81721, 1
86212, 1
91315, 1
91801, 1
92242, 1
92305, 1
94312, 1
95005, 1
95500, 1
22/88, 1
10658, 1
12890, 1
14285, 1
15824, 1
15932, 1
16094, 1
16643, 1
19811, 1
20855, 1
22295, 1
23285, 1
24149, 1
24644, 1
26408, 1
26426, 1
26903, 1
27047, 1
27227, 1
27641, 1
28316, 1
28415, 1
28442, 1
29351, 1
30647, 1
31718, 1
31763, 1
31961, 1
32249, 1
32960, 1
33167, 1
33329, 1
33572, 1
33680, 1
34175, 1
34463, 1
35273, 1
35840, 1
36407, 1
36515, 1
36650, 1
37613, 1
38306, 1
40097, 1
40169, 1
41357, 1
41465, 1
43094, 1
43319, 1
44525, 1
45164, 1
53219, 1
53372, 1
54821, 1
60842, 1
61544, 1
61706, 1
63443, 1
67313, 1
68006, 1
70139, 1
70328, 1
71165, 1
72254, 1
74144, 1
76232, 1
78023, 1
81551, 1
82334, 1
83135, 1
2nd, 15
87401, 1
91091, 1
92513, 1
93170, 1
93251, 1
94232, 1
96212, 1
13773, 1
13980, 1
15483, 1
17805, 1
18408, 1
21549, 1
21639, 1
23385, 1
24780, 1
28056, 1
29271, 1
29460, 1
29721, 1
30099, 1
31647, 1
33546, 1
33951, 1
39234, 1
40908, 1
41655, 1
43464, 1
43590, 1
44391, 1
46650, 1
47145, 1
48333, 1
53670, 1
54039, 1
55335, 1
55542, 1
55650, 1
56145, 1
56352, 1
58431, 1
60078, 1
66243, 1
66324, 1
72804, 1
75063, 1
75522, 1
75621, 1
76503, 1
81084, 1
81192, 1
83730, 1
90372, 1
91632, 1
91830, 1
94044, 1
95223, 1
96123, 1
97302, 1
11767, 1
14593, 1
14980, 1
15529, 1
15853, 1
16357, 1
18652, 1
19912, 1
20497, 1
22675, 1
23458, 1
23809, 1
23872, 1
24187, 1
25807, 1
26158, 1
28183, 1
28615, 1
30874, 1
31288, 1
31684, 1
32836, 1
35653, 1
37363, 1
39082, 1
39460, 1
40558, 1
44824, 1
45337, 1
52357, 1
55444, 1
55921, 1
57532, 1
59008, 1
59341, 1
60556, 1
61807, 1
61870, 1
62185, 1
62275, 1
62833, 1
64048, 1
64390, 1
64813, 1
65524, 1
66640, 1
67054, 1
70726, 1
71428, 1
72346, 1
73525, 1
74281, 1
74605, 1
74821, 1
75460, 1
77431, 1
80671, 1
80941, 1
81328, 1
90445, 1
91435, 1
91606, 1
92641, 1
93055, 1
93145, 1
96412, 1
96430, 1
97213, 1
1/3s, 1
12686, 1
12947, 1
13694, 1
13946, 1
14486, 1
14747, 1
17177, 1
17456, 1
18176, 1
18473, 1
18509, 1
19841, 1
20597, 1
22946, 1
24359, 1
24593, 1
24719, 1
24917, 1
25718, 1
25853, 1
27086, 1
27347, 1
27374, 1
27473, 1
27554, 1
28346, 1
28382, 1
29228, 1
29309, 1
32990, 1
33863, 1
34358, 1
34934, 1
35393, 1
37193, 1
37229, 1
38336, 1
39830, 1
41549, 1
41846, 1
41918, 1
41981, 1
42179, 1
45554, 1
46283, 1
46841, 1
48146, 1
48533, 1
48920, 1
49253, 1
51881, 1
58802, 1
59252, 1
60917, 1
61295, 1
62348, 1
65057, 1
68333, 1
72158, 1
73085, 1
73238, 1
74219, 1
76280, 1
77711, 1
82418, 1
82634, 1
82904, 1
83255, 1
84515, 1
84740, 1
85901, 1
86036, 1
86171, 1
86621, 1
88106, 1
90293, 1
91184, 1
91760, 1
92435, 1
95702, 1
95801, 1
98141, 1
98303, 1
98600, 1
11958, 1
15864, 1
17727, 1
18249, 1
19068, 1
20778, 1
21597, 1
22488, 1
23739, 1
24558, 1
24747, 1
24981, 1
25764, 1
25971, 1
26349, 1
27519, 1
27726, 1
27906, 1
28095, 1
28536, 1
28950, 1
31479, 1
31839, 1
32928, 1
33495, 1
33594, 1
34593, 1
34665, 1
35439, 1
35736, 1
35907, 1
37545, 1
37734, 1
38139, 1
38535, 1
42954, 1
44196, 1
46941, 1
48480, 1
48642, 1
50865, 1
55086, 1
58128, 1
60981, 1
63159, 1
64734, 1
68307, 1
68361, 1
69144, 1
71655, 1
72753, 1
73437, 1
73563, 1
74733, 1
76191, 1
76317, 1
78108, 1
78162, 1
78441, 1
78612, 1
79134, 1
80853, 1
83319, 1
83364, 1
84318, 1
87135, 1
88800, 1
90087, 1
90843, 1
93381, 1
94452, 1
94812, 1
95154, 1
95307, 1
96063, 1
96252, 1
97260, 1
98340, 1
21894, 1
14839, 1
16297, 1
18367, 1
18817, 1
21688, 1
21868, 1
28654, 1
29554, 1
36286, 1
36439, 1
36628, 1
36682, 1
37069, 1
38239, 1
39517, 1
39607, 1
40858, 1
42856, 1
45817, 1
46726, 1
49633, 1
50938, 1
53980, 1
54466, 1
55096, 1
56716, 1
57931, 1
58336, 1
63664, 1
63925, 1
64708, 1
66472, 1
68722, 1
69433, 1
70468, 1
72448, 1
72682, 1
75274, 1
75418, 1
76453, 1
79045, 1
83572, 1
84634, 1
84814, 1
90196, 1
91933, 1
95551, 1
95623, 1
95740, 1
96154, 1
96622, 1
97405, 1
3rd, 12
17198, 1
17855, 1
25586, 1
27863, 1
28574, 1
28745, 1
29177, 1
29690, 1
29816, 1
31868, 1
34397, 1
34685, 1
36539, 1
36863, 1
37169, 1
37484, 1
37826, 1
38276, 1
41669, 1
43559, 1
43694, 1
44594, 1
45674, 1
49409, 1
53954, 1
55745, 1
57671, 1
57833, 1
61667, 1
63791, 1
64853, 1
66365, 1
66770, 1
66932, 1
67616, 1
68093, 1
69524, 1
69641, 1
70919, 1
71909, 1
72485, 1
73682, 1
74375, 1
75923, 1
77822, 1
78137, 1
79226, 1
79370, 1
79460, 1
79622, 1
80459, 1
80729, 1
81980, 1
84419, 1
86291, 1
86516, 1
89027, 1
93518, 1
95660, 1
16929, 1
17775, 1
17946, 1
18288, 1
18747, 1
19269, 1
19791, 1
22797, 1
23976, 1
26487, 1
26559, 1
27279, 1
28782, 1
29754, 1
30897, 1
35874, 1
36747, 1
38088, 1
38178, 1
38493, 1
38619, 1
43497, 1
43893, 1
51975, 1
52794, 1
55809, 1
56439, 1
57393, 1
58185, 1
58905, 1
59625, 1
62757, 1
62928, 1
64683, 1
64971, 1
65259, 1
66762, 1
66825, 1
67185, 1
67419, 1
67842, 1
67914, 1
72477, 1
75348, 1
76068, 1
76671, 1
78219, 1
78309, 1
79542, 1
80388, 1
80595, 1
81954, 1
85347, 1
85626, 1
85707, 1
87066, 1
88650, 1
90693, 1
93672, 1
94419, 1
94545, 1
95472, 1
95940, 1
97353, 1
26668, 1
26992, 1
27757, 1
28909, 1
29638, 1
29773, 1
29854, 1
33994, 1
34885, 1
34975, 1
36784, 1
36829, 1
39673, 1
41887, 1
47296, 1
49933, 1
53479, 1
57268, 1
59572, 1
67366, 1
68149, 1
72595, 1
72649, 1
77518, 1
78517, 1
78922, 1
79327, 1
82828, 1
83539, 1
85753, 1
87175, 1
88543, 1
90586, 1
90775, 1
94186, 1
96841, 1
97651, 1
97732, 1
98263, 1
16679, 1
18785, 1
19658, 1
19757, 1
19775, 1
27587, 1
28496, 1
33779, 1
34778, 1
35588, 1
36974, 1
37775, 1
38576, 1
43949, 1
47954, 1
49907, 1
57098, 1
57188, 1
59177, 1
62579, 1
64289, 1
66098, 1
66395, 1
67961, 1
69185, 1
69833, 1
72992, 1
73199, 1
73649, 1
75179, 1
75728, 1
81398, 1
85853, 1
87518, 1
88265, 1
88355, 1
93962, 1
94097, 1
94619, 1
95447, 1
96527, 1
96950, 1
97166, 1
97481, 1
98228, 1
98912, 1
99326, 1
19389, 1
19983, 1
26967, 1
29955, 1
35787, 1
37587, 1
37974, 1
45579, 1
45858, 1
47577, 1
49881, 1
58926, 1
66558, 1
68844, 1
69087, 1
78582, 1
78645, 1
79842, 1
80994, 1
84927, 1
87447, 1
87708, 1
89319, 1
92757, 1
94755, 1
95259, 1
96654, 1
98382, 1
19498, 1
27949, 1
28975, 1
29488, 1
35959, 1
39964, 1
45769, 1
47848, 1
55867, 1
56398, 1
57739, 1
59773, 1
59854, 1
62689, 1
67639, 1
69763, 1
74929, 1
75865, 1
76648, 1
77296, 1
78718, 1
78808, 1
79267, 1
83974, 1
86395, 1
88744, 1
89923, 1
91867, 1
93748, 1
93856, 1
96745, 1
99841, 1
17888, 1
4th, 11
38669, 1
58964, 1
63869, 1
67298, 1
67487, 1
67757, 1
69944, 1
77792, 1
78188, 1
78755, 1
86927, 1
87629, 1
91976, 1
94928, 1
96296, 1
98366, 1
99815, 1
38697, 1
38769, 1
38877, 1
39885, 1
48786, 1
66687, 1
68919, 1
73977, 1
76938, 1
77946, 1
80799, 1
88179, 1
89619, 1
90969, 1
94668, 1
96918, 1
97548, 1
98844, 1
5th, 6
18979, 1
6th, 4
38968, 1
43999, 1
58669, 1
65689, 1
69694, 1
73699, 1
76759, 1
77767, 1
85489, 1
88855, 1
96568, 1
96991, 1
97828, 1
67886, 1
76895, 1
77588, 1
79883, 1
88478, 1
98945, 1
98990, 1
99719, 1
7th, 8
55989, 1
67779, 1
86868, 1
89739, 1
97569, 1
1to, 1
8th, 8
65989, 1
68689, 1
68887, 1
79966, 1
89389, 1
89659, 1
94879, 1
95977, 1
9th, 4
58997, 1
69887, 1
76997, 1
88994, 1
95888, 1
96689, 1
79698, 1
89877, 1
89994, 1
78898, 1
98797, 1
98869, 1
99877, 1
1st, 22
78999, 1
300000, 1
aba, 1
101120, 1
200012, 1
cab, 1
300111, 1
bad, 21
100213, 1
114100, 1
11/2d, 2
200410, 1
201040, 1
231010, 1
302101, 1
311020, 1
11/3d, 2
101231, 1
111104, 1
200240, 1
201122, 1
201203, 1
21/2d, 2
250100, 1
310040, 1
312002, 1
500201, 1
add, 13
112005, 1
120042, 1
131121, 1
141021, 1
211005, 1
221121, 1
223011, 1
301203, 1
303030, 1
312111, 1
341010, 1
351000, 1
612000, 1
100018, 1
103123, 1
103420, 1
104311, 1
106210, 1
110044, 1
111322, 1
113203, 1
124102, 1
130240, 1
131500, 1
132112, 1
142201, 1
150103, 1
bag, 2
206011, 1
210160, 1
211600, 1
216001, 1
224020, 1
301330, 1
402121, 1
412012, 1
431020, 1
500131, 1
530200, 1
602101, 1
602200, 1
730000, 1
bed, 11
110441, 1
122402, 1
123104, 1
130340, 1
152003, 1
160220, 1
200144, 1
200207, 1
200351, 1
200720, 1
201314, 1
207002, 1
213500, 1
216200, 1
222221, 1
51/2d, 1
300404, 1
302420, 1
305201, 1
311033, 1
314111, 1
324101, 1
400070, 1
401015, 1
402005, 1
404120, 1
501410, 1
510320, 1
fad, 1
700211, 1
711200, 1
110370, 1
111243, 1
114411, 1
116040, 1
118110, 1
120423, 1
120810, 1
125310, 1
131232, 1
141600, 1
183000, 1
200073, 1
201531, 1
202134, 1
205500, 1
212160, 1
220233, 1
220602, 1
223113, 1
224103, 1
224400, 1
231303, 1
251040, 1
260130, 1
300603, 1
300720, 1
301224, 1
302223, 1
304014, 1
310008, 1
313131, 1
320061, 1
325002, 1
330402, 1
360300, 1
400080, 1
400116, 1
402303, 1
413031, 1
413130, 1
416100, 1
431400, 1
520221, 1
530130, 1
550101, 1
622002, 1
631101, 1
cha, 1
had, 420
age, 24
100039, 1
102145, 1
103603, 1
104026, 1
104224, 1
105016, 1
106114, 1
109021, 1
110236, 1
110605, 1
112180, 1
114241, 1
123223, 1
126031, 1
130540, 1
131305, 1
135022, 1
161005, 1
161131, 1
172201, 1
173002, 1
181003, 1
201433, 1
203512, 1
207022, 1
216130, 1
216400, 1
223060, 1
223321, 1
235111, 1
250204, 1
251311, 1
255001, 1
270130, 1
270211, 1
281101, 1
282100, 1
292000, 1
300622, 1
301414, 1
302503, 1
302521, 1
304303, 1
306040, 1
308200, 1
311602, 1
312124, 1
323131, 1
334120, 1
371002, 1
401413, 1
410017, 1
420223, 1
441400, 1
471100, 1
500323, 1
510610, 1
515101, 1
531004, 1
562000, 1
601123, 1
603031, 1
621220, 1
800410, 1
801004, 1
830110, 1
902020, 1
aid, 12
beg, 91
100472, 1
100670, 1
101903, 1
103244, 1
105215, 1
106403, 1
120146, 1
121190, 1
124700, 1
126203, 1
129020, 1
130721, 1
131036, 1
131432, 1
134033, 1
134222, 1
134330, 1
135113, 1
150116, 1
152060, 1
162032, 1
162500, 1
170141, 1
201371, 1
210461, 1
215024, 1
220820, 1
223160, 1
224213, 1
226310, 1
230063, 1
231260, 1
237200, 1
240404, 1
241250, 1
248000, 1
261122, 1
264011, 1
272210, 1
300209, 1
300515, 1
300740, 1
301262, 1
301721, 1
302018, 1
304034, 1
304142, 1
304421, 1
305600, 1
306104, 1
306221, 1
311171, 1
311441, 1
312431, 1
313232, 1
313520, 1
323600, 1
327101, 1
332231, 1
350312, 1
352202, 1
353111, 1
401630, 1
403124, 1
411017, 1
411116, 1
414050, 1
415112, 1
435002, 1
435200, 1
436100, 1
440501, 1
502115, 1
503222, 1
510008, 1
540500, 1
612311, 1
613130, 1
614201, 1
701420, 1
720023, 1
740120, 1
800015, 1
bid, 4
100383, 1
102084, 1
102624, 1
104109, 1
109230, 1
110526, 1
111363, 1
112461, 1
114018, 1
115053, 1
115125, 1
117006, 1
119022, 1
121245, 1
122433, 1
122703, 1
124323, 1
125151, 1
130218, 1
131406, 1
132009, 1
132621, 1
137013, 1
142620, 1
146202, 1
150180, 1
157020, 1
161250, 1
161421, 1
164301, 1
181212, 1
fed, 2
190023, 1
191013, 1
202371, 1
203460, 1
205206, 1
206430, 1
206520, 1
213450, 1
215520, 1
221334, 1
230172, 1
240603, 1
241323, 1
245310, 1
256002, 1
261033, 1
261060, 1
265002, 1
271320, 1
273012, 1
300093, 1
300174, 1
300336, 1
300354, 1
301119, 1
303054, 1
303117, 1
309300, 1
311523, 1
311541, 1
314043, 1
314340, 1
315204, 1
315510, 1
322422, 1
324222, 1
326103, 1
326202, 1
